,App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver
9294,EF Lens Simulator,PHOTOGRAPHY,,2,33M,100+,Paid,$9.99,Everyone,Photography,"February 27, 2017",2.8.3.1,2.2 and up
9304,Carrier Landings Pro,FAMILY,4.6,5969,31M,"10,000+",Paid,$12.99,Everyone,Simulation,"June 29, 2018",4.2.4,4.1 and up
9325,E.G. Chess,GAME,4.3,56,23M,"1,000+",Paid,$0.99,Everyone,Board,"December 6, 2014",1.0.28,2.3 and up
9334,EG Classroom Decimals™,FAMILY,3.0,2,18M,50+,Paid,$2.99,Everyone,Education;Education,"June 12, 2017",2.2.2,2.2 and up
9337,EG | Explore Folegandros,TRAVEL_AND_LOCAL,,0,56M,0+,Paid,$3.99,Everyone,Travel & Local,"January 22, 2017",1.1.1,4.1 and up
9357,Inventory & Barcode scanner & WIFI scanner,PRODUCTIVITY,4.6,1880,18M,"50,000+",Paid,$1.49,Everyone,Productivity,"July 1, 2018",6.08,4.3 and up
9409,Vital Tones EI Pro,HEALTH_AND_FITNESS,,2,85M,50+,Paid,$9.99,Everyone,Health & Fitness,"December 1, 2017",1.4,4.0 and up
9465,Silence Premium Do Not Disturb,TOOLS,4.5,3356,Varies with device,"10,000+",Paid,$2.95,Everyone,Tools,"February 17, 2018",Varies with device,Varies with device
9470,Learn Music Notes,FAMILY,4.7,143,4.4M,"1,000+",Paid,$1.99,Everyone,Music;Music & Video,"June 17, 2018",1.2.1,2.2 and up
9478,Farming Simulator 16,FAMILY,4.2,32812,14M,"500,000+",Paid,$2.99,Everyone,Simulation;Education,"April 10, 2018",1.1.1.6,4.0.3 and up
9480,WIZARD Card Game,GAME,4.0,48,4.1M,"1,000+",Paid,$1.99,Everyone,Card,"December 15, 2014",1.0.141215,2.1 and up
9490,WiFi Tether Router,COMMUNICATION,4.2,5599,1.3M,"100,000+",Paid,$2.90,Everyone,Communication,"July 2, 2018",6.2.7,1.6 and up
9541,El Chavo,FAMILY,4.0,751,49M,"10,000+",Paid,$0.99,Everyone,Casual,"November 4, 2014",1.2.9,2.3 and up
9550,Monastery of El Escorial,TRAVEL_AND_LOCAL,,12,50M,"1,000+",Paid,$1.99,Everyone,Travel & Local,"May 30, 2016",1.0,4.0 and up
9566,Trazado de tuberia El Tubero,TOOLS,4.5,313,4.4M,"10,000+",Paid,$1.97,Everyone,Tools,"March 29, 2015",4.1,1.5 and up
9569,The Game of Life,GAME,4.4,18652,63M,"100,000+",Paid,$2.99,Everyone,Board,"July 4, 2018",2.1.2,4.4 and up
9574,Human Anatomy Atlas 2018: Complete 3D Human Body,MEDICAL,4.5,2923,25M,"100,000+",Paid,$24.99,Everyone,Medical,"May 25, 2018",2018.5.47,5.0 and up
9586,EM Launcher Pro,PERSONALIZATION,4.2,35,24k,"1,000+",Paid,$3.99,Everyone,Personalization,"April 2, 2016",1.0,4.1 and up
9592,Poker Equity Calculator Pro for No Limit Hold'em,GAME,4.0,21,14M,"5,000+",Paid,$0.99,Everyone,Card,"September 10, 2017",1.3,5.0 and up
9613,LocaToWeb - Live GPS tracking,SPORTS,4.6,200,3.0M,"1,000+",Paid,$2.49,Everyone,Sports,"August 2, 2018",3.9.1,5.0 and up
9627,ai.type keyboard Plus + Emoji,TOOLS,4.5,57076,35M,"100,000+",Paid,$4.49,Everyone,Tools,"July 24, 2018",Paid-9.4.1.3,4.1 and up
9647,The EO Bar,HEALTH_AND_FITNESS,4.7,416,34M,"10,000+",Paid,$6.99,Everyone,Health & Fitness,"July 2, 2018",1.3.7,4.1 and up
9657,EO Guide,HEALTH_AND_FITNESS,,15,24M,"1,000+",Paid,$4.99,Everyone,Health & Fitness,"July 23, 2018",1.0.4,4.1 and up
9669,Masha and the Bear- House Cleaning Games for Girls,FAMILY,,0,74M,100+,Paid,$1.99,Everyone,Educational;Pretend Play,"January 25, 2018",0.0.1,4.1 and up
9672,Masha and the Bear - Hair Salon and MakeUp Games,FAMILY,,1,83M,100+,Paid,$2.49,Everyone,Role Playing;Education,"March 5, 2018",1.0.1,4.1 and up
9678,Where's My Water?,FAMILY,4.7,188740,69M,"1,000,000+",Paid,$1.99,Everyone,Puzzle;Brain Games,"July 5, 2018",1.16.0,4.2 and up
9679,O Céu e o Inferno,BOOKS_AND_REFERENCE,,14,754k,500+,Paid,$0.99,Everyone,Books & Reference,"October 7, 2013",1.1,1.6 and up
9690,Out There Chronicles - Ep. 1,FAMILY,4.4,1516,44M,"50,000+",Paid,$2.99,Everyone,Role Playing,"November 27, 2017",1.0.4,4.2 and up
9697,Out There Chronicles - Ep. 2,FAMILY,4.5,144,70M,"1,000+",Paid,$2.99,Teen,Role Playing,"January 26, 2018",1.0.0,4.2 and up
9700,EP McGuffey Primer,FAMILY,,0,Varies with device,50+,Paid,$1.99,Everyone,Education,"July 16, 2018",Varies with device,Varies with device
9704,EP Calipers,MEDICAL,,4,15M,100+,Paid,$0.99,Everyone,Medical,"February 10, 2018",2.12,4.0 and up
9710,Superbrothers Sword & Sworcery,GAME,4.4,11023,16M,"100,000+",Paid,$3.99,Teen,Adventure,"January 26, 2018",1.0.20,2.3 and up
9715,EP Coding,MEDICAL,,0,2.0M,50+,Paid,$0.99,Everyone,Medical,"October 5, 2017",1.6,4.0 and up
9717,The Great Wobo Escape Ep.1,FAMILY,4.3,11,20M,500+,Paid,$1.99,Everyone 10+,Action;Action & Adventure,"May 3, 2016",1.0.3289,4.1 and up
9719,EP Cook Book,MEDICAL,,0,3.2M,0+,Paid,$200.00,Everyone,Medical,"July 26, 2015",1.0,3.0 and up
9728,Sonic 4™ Episode I,GAME,3.7,8014,37M,"100,000+",Paid,$2.99,Everyone,Arcade,"April 4, 2016",1.5.0,2.2 and up
9730,Lean EQ,BUSINESS,,6,10M,10+,Paid,$89.99,Everyone,Business,"February 14, 2017",1.0,4.1 and up
9785,ES File Explorer/Manager PRO,PRODUCTIVITY,4.7,81614,6.6M,"500,000+",Paid,$2.99,Everyone,Productivity,"July 11, 2018",Pro 1.1.4.1,4.0 and up
9828,Égalité et Réconciliation,NEWS_AND_MAGAZINES,4.9,58,3.8M,500+,Paid,$2.99,Everyone,News & Magazines,"May 26, 2018",1.1.1,5.0 and up
9848,Learn Italian with MosaLingua,FAMILY,4.7,1719,Varies with device,"50,000+",Paid,$4.99,Teen,Education,"May 31, 2018",Varies with device,Varies with device
9869,YouCamp EU,TRAVEL_AND_LOCAL,3.4,39,32M,"1,000+",Paid,$2.56,Everyone,Travel & Local,"July 20, 2013",1.3.1,2.2 and up
9876,EU Flags Live Wallpaper,PERSONALIZATION,4.3,444,12M,"10,000+",Paid,$0.99,Everyone,Personalization,"November 18, 2013",1.95,2.1 and up
9905,Eu sou Rico,FINANCE,,0,2.6M,0+,Paid,$30.99,Everyone,Finance,"January 9, 2018",1.0,4.0 and up
9910,EU RCD Guide,BOOKS_AND_REFERENCE,,0,45M,10+,Paid,$3.61,Everyone,Books & Reference,"June 29, 2016",2.0,4.0 and up
9917,Eu Sou Rico,FINANCE,,0,1.4M,0+,Paid,$394.99,Everyone,Finance,"July 11, 2018",1.0,4.0.3 and up
9920,IF YOU TO EU PEGO,FAMILY,,3,2.1M,100+,Paid,$1.26,Everyone,Entertainment,"January 12, 2012",3,2.1 and up
9932,Campervan.Guide Pro,TRAVEL_AND_LOCAL,4.2,238,67M,"10,000+",Paid,$5.99,Everyone,Travel & Local,"June 22, 2018",4.6.2,4.1 and up
9934,I'm Rich/Eu sou Rico/أنا غني/我很有錢,LIFESTYLE,,0,40M,0+,Paid,$399.99,Everyone,Lifestyle,"December 1, 2017",MONEY,4.1 and up
9941,Tasker,TOOLS,4.6,43045,Varies with device,"1,000,000+",Paid,$2.99,Everyone,Tools,"June 25, 2018",Varies with device,Varies with device
10005,European War 6: 1804,FAMILY,4.2,1330,96M,"10,000+",Paid,$0.99,Teen,Strategy,"July 18, 2018",1.1.0,4.4 and up
10006,XCOM®: Enemy Within,FAMILY,4.2,13752,21M,"100,000+",Paid,$9.99,Mature 17+,Strategy,"October 24, 2017",1.7.0,4.0 and up
10035,Deus Ex GO,FAMILY,4.5,9699,23M,"100,000+",Paid,$0.99,Teen,Puzzle,"July 23, 2018",2.1.111374,4.2 and up
10036,ADWLauncher 1 EX,PERSONALIZATION,4.3,28728,2.8M,"500,000+",Paid,$2.49,Everyone,Personalization,"July 27, 2013",1.3.3.9,1.6 and up
10037,XE Currency Pro,TRAVEL_AND_LOCAL,4.4,1090,Varies with device,"10,000+",Paid,$1.99,Everyone,Travel & Local,"May 29, 2018",Varies with device,Varies with device
10039,Device Info Ex Live Wallpaper,PERSONALIZATION,4.1,2645,1.1M,"50,000+",Paid,$0.99,Everyone,Personalization,"December 20, 2015",11.0.0,2.1 and up
10041,Advanced EX for HYUNDAI,TOOLS,2.7,168,170k,"5,000+",Paid,$4.99,Everyone,Tools,"March 14, 2015",1.10,1.6 and up
10043,Remote EX for NISSAN,COMMUNICATION,2.3,223,1.0M,"5,000+",Paid,$1.49,Everyone,Communication,"July 26, 2014",1.3,3.0 and up
10046,Advanced EX for MITSUBISHI,TOOLS,2.9,33,141k,"1,000+",Paid,$4.99,Everyone,Tools,"August 21, 2015",1.1,1.6 and up
10047,Advanced EX for KIA,TOOLS,3.3,257,160k,"5,000+",Paid,$4.99,Everyone,Tools,"March 14, 2015",1.4,1.6 and up
10050,Advanced EX for NISSAN,TOOLS,2.9,164,144k,"5,000+",Paid,$4.99,Everyone,Tools,"March 14, 2015",1.3,1.6 and up
10051,Advanced EX for FIAT,TOOLS,3.5,138,141k,"5,000+",Paid,$4.99,Everyone,Tools,"March 5, 2015",1.6,1.6 and up
10052,Advanced EX for RENAULT,TOOLS,2.8,130,143k,"5,000+",Paid,$4.99,Everyone,Tools,"March 14, 2015",1.1,1.6 and up
10053,EX File Explorer File Manage Pro,PRODUCTIVITY,,1,6.3M,50+,Paid,$1.99,Everyone,Productivity,"August 6, 2017",1.0,4.0 and up
10060,An Elite Warrior Ex,GAME,4.7,15,93M,100+,Paid,$0.99,Everyone,Adventure,"November 21, 2016",1.59,4.0.3 and up
10066,GO Contacts EX Black & Grey,PERSONALIZATION,3.7,21,376k,500+,Paid,$0.99,Everyone,Personalization,"September 24, 2013",1.0,1.6 and up
10072,ExDialer PRO Key,COMMUNICATION,4.5,5474,17k,"100,000+",Paid,$3.99,Everyone,Communication,"January 15, 2014",81,2.1 and up
10073,Volume Control Ex,TOOLS,4.2,5,2.5M,100+,Paid,$1.49,Everyone,Tools,"July 30, 2018",1.6.2,4.0 and up
10122,Organizer,PRODUCTIVITY,4.4,936,5.4M,"50,000+",Paid,$2.99,Everyone,Productivity,"June 17, 2018",2.96,4.0 and up
10270,Galaxian(FC),GAME,4.5,2,7.8M,100+,Paid,$1.99,Everyone,Arcade,"November 13, 2015",1.0,2.3 and up
10442,FiSwitch,TOOLS,4.8,615,2.0M,"10,000+",Paid,$1.99,Everyone,Tools,"July 24, 2018",5.2,5.0 and up
10446,Smart Wi-Fi Hotspot PRO,COMMUNICATION,3.7,197,957k,"10,000+",Paid,$2.99,Everyone,Communication,"February 10, 2016",1.0,2.2 and up
10448,Portable Wi-Fi hotspot Premium,COMMUNICATION,3.7,481,420k,"10,000+",Paid,$0.99,Everyone,Communication,"December 16, 2015",1.4.0.2,2.3 and up
10450,Police Field Interview FI Card,PRODUCTIVITY,4.5,112,2.4M,"1,000+",Paid,$7.99,Everyone,Productivity,"March 16, 2017",3.0,4.0.3 and up
10453,"Talkie Pro - Wi-Fi Calling, Chats, File Sharing",COMMUNICATION,4.5,201,Varies with device,"1,000+",Paid,$2.99,Everyone,Communication,"January 6, 2018",Varies with device,Varies with device
10457,WiFi Monitor Pro - analyzer of Wi-Fi networks,TOOLS,4.6,85,2.4M,"1,000+",Paid,$2.99,Everyone,Tools,"July 5, 2018",1.9,4.0 and up
10459,SCI-FI UI,FAMILY,4.7,15,3.9M,100+,Paid,$1.99,Everyone,Entertainment,"April 16, 2018",0.0.53,1.6 and up
10460,Wi-Fi Rabbit Unlock Key,TOOLS,4.5,142,26k,"5,000+",Paid,$1.00,Everyone,Tools,"June 26, 2011",1.0.0,2.1 and up
10517,FJ Toolkit,TOOLS,,1,2.5M,100+,Paid,$1.49,Everyone,Tools,"December 21, 2015",14,4.0 and up
10531,Kernel Manager for Franco Kernel ✨,TOOLS,4.8,12700,10M,"100,000+",Paid,$3.49,Everyone,Tools,"August 3, 2018",3.2.5,5.0 and up
10540,Ray Financial Calculator Pro,FINANCE,4.0,67,2.4M,"10,000+",Paid,$2.99,Everyone,Finance,"July 3, 2017",4,3.2 and up
10570,FL SW Fishing Regulations,SPORTS,4.6,60,24M,"1,000+",Paid,$1.99,Everyone,Sports,"March 7, 2014",1.03,2.2 and up
10583,Florida Tides & Weather,WEATHER,3.8,30,2.0M,"1,000+",Paid,$6.99,Everyone,Weather,"May 6, 2015",2.0.0,2.3 and up
10586,FL Racing Manager 2015 Pro,SPORTS,4.4,656,22M,"5,000+",Paid,$0.99,Everyone,Sports,"March 12, 2016",0.858,3.0 and up
10594,FL Racing Manager 2018 Pro,SPORTS,4.3,340,15M,"5,000+",Paid,$1.99,Everyone,Sports,"March 17, 2018",1.18,3.0 and up
10645,Football Manager Mobile 2018,SPORTS,3.9,11460,Varies with device,"100,000+",Paid,$8.99,Everyone,Sports,"June 27, 2018",Varies with device,4.1 and up
10650,FN pistol Model 1906 explained,BOOKS_AND_REFERENCE,,1,5.3M,10+,Paid,$5.49,Everyone,Books & Reference,"March 9, 2017",Android 3.0 - 2017,1.6 and up
10651,FN pistol model 1903 explained,BOOKS_AND_REFERENCE,,1,19M,10+,Paid,$6.49,Everyone,Books & Reference,"September 5, 2015",Android 3.0 - 2015,1.6 and up
10661,"The FN ""Baby"" pistol explained",BOOKS_AND_REFERENCE,,1,8.8M,10+,Paid,$5.99,Everyone,Books & Reference,"September 6, 2015",Android 3.0 - 2015,1.6 and up
10662,FN FAL rifle explained,BOOKS_AND_REFERENCE,,1,7.3M,10+,Paid,$6.49,Everyone,Books & Reference,"September 6, 2015",Android 3.0 - 2015,1.6 and up
10664,The FN HP pistol explained,BOOKS_AND_REFERENCE,,1,8.5M,10+,Paid,$6.49,Everyone,Books & Reference,"September 6, 2015",Android 3.0 - 2015,1.6 and up
10668,FN model 1900 pistol explained,BOOKS_AND_REFERENCE,,0,8.2M,10+,Paid,$6.49,Everyone,Books & Reference,"September 5, 2015",Android 3.0 - 2015,1.6 and up
10669,Pistolet FN GP35 expliqué,BOOKS_AND_REFERENCE,,2,7.9M,5+,Paid,$5.99,Everyone,Books & Reference,"August 19, 2014",Android 2.0 - 2014,1.6 and up
10674,Pistolet FN 1906 expliqué,BOOKS_AND_REFERENCE,,0,5.2M,10+,Paid,$5.49,Everyone,Books & Reference,"August 17, 2014",Android 2.0 - 2014,1.6 and up
10675,Circle Colors Pack-FN Theme,PERSONALIZATION,4.2,6,89k,50+,Paid,$0.99,Everyone,Personalization,"August 9, 2013",1.0,2.2 and up
10679,Solitaire+,GAME,4.6,11235,Varies with device,"100,000+",Paid,$2.99,Everyone,Card,"July 30, 2018",Varies with device,Varies with device
10682,Fruit Ninja Classic,GAME,4.3,85468,36M,"1,000,000+",Paid,$0.99,Everyone,Arcade,"June 8, 2018",2.4.1.485300,4.0.3 and up
10690,FO Bixby,PERSONALIZATION,5.0,5,861k,100+,Paid,$0.99,Everyone,Personalization,"April 25, 2018",0.2,7.0 and up
10697,Mu.F.O.,GAME,5.0,2,16M,1+,Paid,$0.99,Everyone,Arcade,"March 3, 2017",1.0,2.3 and up
10735,FP VoiceBot,FAMILY,,17,157k,100+,Paid,$0.99,Mature 17+,Entertainment,"November 25, 2015",1.2,2.1 and up
10760,Fast Tract Diet,HEALTH_AND_FITNESS,4.4,35,2.4M,"1,000+",Paid,$7.99,Everyone,Health & Fitness,"August 8, 2018",1.9.3,4.2 and up
10782,Trine 2: Complete Story,GAME,3.8,252,11M,"10,000+",Paid,$16.99,Teen,Action,"February 27, 2015",2.22,5.0 and up
10785,"sugar, sugar",FAMILY,4.2,1405,9.5M,"10,000+",Paid,$1.20,Everyone,Puzzle,"June 5, 2018",2.7,2.3 and up
10798,Word Search Tab 1 FR,FAMILY,,0,1020k,50+,Paid,$1.04,Everyone,Puzzle,"February 6, 2012",1.1,3.0 and up
